Height,Section Height,SampleName,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,,Ag_Corr,Ag 2-Sigma_Corr,Al_Corr,Al 2-Sigma_Corr,As Corr,As 2-Sigma_Corr,Au_Corr,Au 2-Sigma_Corr,Ba_Corr,Ba 2-Sigma_Corr,Bi_Corr,Bi 2-Sigma_Corr,Ca_Corr,Ca 2-Sigma_Corr,Cd_Corr,Cd 2-Sigma_Corr,Cl_Corr,Cl 2-Sigma_Corr,Co_Corr,Co 2-Sigma_Corr,Cr_Corr,Cr 2-Sigma_Corr,Cu_Corr,Cu 2-Sigma_Corr,Fe_Corr,Fe 2-Sigma_Corr,Hf_Corr,Hf 2-Sigma_Corr,Hg_Corr,Hg 2-Sigma_Corr,K_Corr,K 2-Sigma_Corr,Mg_Corr,Mg 2-Sigma_Corr,Mn_Corr,Mn 2-Sigma_Corr,Mo_Corr,Mo 2-Sigma_Corr,Nb_Corr,Nb 2-Sigma_Corr,Ni_Corr,Ni 2-Sigma_Corr,P_Corr,P 2-Sigma_Corr,Pb_Corr,Pb 2-Sigma_Corr,Pd_Corr,Pd 2-Sigma_Corr,Rb_Corr,Rb 2-Sigma_Corr,S_Corr,S 2-Sigma_Corr,Sb_Corr,Sb 2-Sigma_Corr,Si_Corr,Si 2-Sigma_Corr,Sn_Corr,Sn 2-Sigma_Corr,Sr_Corr,Sr 2-Sigma_Corr,Th_Corr,Th 2-Sigma_Corr,Ti_Corr,Ti 2-Sigma_Corr,U_Corr,U 2-Sigma_Corr,V_Corr,V 2-Sigma_Corr,Y_Corr,Y 2-Sigma_Corr,Zn_Corr,Zn 2-Sigma_Corr,Zr_Corr,Zr 2-Sigma_Corr
186.1,86.1,EA2110_86.1_B,0,2.4429,11777.5469,309.7544,2.9308,1.2378,0,5.8854,371.4167,34.26,602826.5625,1643.6023,0,2.0707,226361.7344,396.951,0,3.7786,36556.0781,86.7548,0,36.64,130.8252,7.4098,42.0117,5.2295,6626.7139,81.2086,0,0,0,2.937,6181.7842,106.9356,5876.4424,1247.871,105.7085,25.3113,0,2.4862,0,1.353,84.5847,7.8628,11313.6943,204.2166,0,2.0051,0,2.2097,31.6919,1.6639,0,0,19007.6738,73.7558,0,7.1024,6.9404,1.139,70520.2656,217.0823,8.8309,4.0048,1117.0543,3.2343,0,0,4.3526,1.236,696.526,28.4992,14.0999,2.4284,173.2352,10.0603,0,0,8.1513,0.8871,133.5631,6.3101,19.597,2.0384,,0,4.89239956,6352.694074,6791.7544,0,3.400234041,0,7.190358945,323.8193106,67.6859223,0,2.0707,285512.3276,1805.07477,,,33723.54224,1939.904144,0,67.42940055,136.0983763,21.19500785,53.53651816,11.80172901,8719.15838,785.6759689,0,0,0,2.937,6726.955045,1385.463651,5183.010261,3263.150134,301.6997194,59.33809156,0,2.4862,0,2.924413198,85.52044093,18.92354983,11313.6943,450.4630316,-2.636493114,8.202229894,0,2.2097,68.13034743,6.026976449,21960.88775,480.1885311,0,11.64126355,113705.9654,12852.11018,8.8309,10.05299369,1230.854127,7.040042116,7.951411213,3.408094675,1129.474764,194.3815576,14.0999,3.260766508,170.3005104,26.85634265,24.17500649,3.965412268,148.0700094,15.46045753,23.21292455,22.63342798
186.4,86.4,EA2110_86.4_A,0,3.9974,15065.5488,324.5016,2.0134,1.3888,0,6.5349,271.7616,33.5082,614823.625,1578.2123,0,2.1338,217593.8438,380.177,0,5.4508,32651.1211,80.6453,0,41.2132,171.4614,7.5827,52.8851,5.5979,8576.3447,92.1311,0,0,0,2.9396,7576.3301,111.7006,3572.0391,1168.594,90.3238,25.0954,3.9595,1.2156,0,1.3662,145.8952,9.1952,6143.9043,153.4899,5.4943,1.5362,0,2.193,36.3288,1.7377,0,0,26894.4121,84.6599,0,7.0462,11.0786,1.2909,63784.0898,205.1906,0,7.408,1146.6825,3.3121,0,0,3.614,1.2616,938.0884,29.0483,13.5446,2.4707,227.5075,10.7179,0,0,4.3451,0.8802,172.0177,6.905,21.9319,2.0927,,0,6.44689956,10017.06556,6806.5016,0,3.551234041,0,7.839858945,223.0171316,66.9341223,0,2.1338,274463.5069,1788.30077,,,30124.35349,1933.794644,0,72.00260055,204.2056736,21.36790785,64.32540139,12.17012901,10494.67159,796.5984689,0,0,0,2.9396,8029.889766,1390.228651,2563.107303,3183.873134,288.7252128,59.12219156,3.9595,1.2156,0,2.937613198,138.1507763,20.25594983,6143.9043,399.7363316,3.21535626,7.733329894,0,2.193,70.83424095,6.100776449,31497.52571,491.0926311,0,11.58506355,107972.3849,12840.21848,0,13.45619369,1263.483904,7.117842116,7.405299095,3.433694675,1380.401181,194.9306576,13.5446,3.303066508,227.671209,27.51394265,21.65806923,3.958512268,188.3322952,16.05535753,25.60185147,22.68772798
186.4,86.4,EA2110_86.4_B,2.1056,1.6551,15303.6055,331.013,1.8584,1.3406,0,5.9299,276.5178,33.5615,611190.5,1575.2329,0,2.1339,219494.3594,388.7916,0,6.0548,32667.4805,81.6095,0,40.7574,174.3221,7.7719,59.2964,5.5694,8619.9209,90.0231,0,0,0,2.8447,7859.4731,115.8567,3060.0405,1177.071,121.2988,25.3563,3.799,1.1867,0,1.3367,128.0322,8.6949,6087.5244,154.2993,5.0852,1.4873,0,2.3066,37.54,1.7166,0,0,27250.0918,86.1352,0,8.7075,11.3324,1.2353,65115.5,209.2141,17.2786,4.0229,1138.3835,3.2175,0,0,2.6806,1.2341,930.4791,29.2698,15.6878,2.4301,225.0612,10.8886,0,0,5.3072,0.8689,174.227,6.7613,21.3655,2.0316,,0,4.10459956,10282.37203,6813.013,0,3.503034041,0,7.234858945,227.8280778,66.9874223,0,2.1339,276858.4337,1796.91537,,,30139.4319,1934.758844,0,71.54680055,209.000279,21.55710785,70.68686764,12.14162901,10534.35609,794.4904689,0,0,0,2.8447,8294.432401,1394.384751,1981.01013,3192.350134,314.8476163,59.38309156,3.799,1.1867,0,2.908113198,122.8167686,19.75564983,6087.5244,400.5457316,2.779633497,7.684429894,0,2.3066,71.54052226,6.079676449,31927.61333,492.5679311,0,13.24636355,109105.6314,12844.24198,17.2786,10.07109369,1254.344148,7.023242116,6.715154159,3.406194675,1372.496911,195.1521576,15.6878,3.262466508,225.08525,27.68464265,22.29427997,3.947212268,190.6454507,15.91165753,25.02234562,22.62662798
186.7,86.7,EA2110_86.7_A,2.9201,1.4098,30632.8457,361.5317,5.0384,1.3837,0,6.1942,917.9474,31.8591,648605.9375,1463.0909,0,1.7665,64595.7266,247.8536,5.1494,2.1775,32076.8828,77.1788,0,45.1703,289.5129,7.5649,129.6867,6.2304,13151.4814,99.4948,0,0,0,2.6076,11890.5137,132.7139,5782.8525,992.6663,23.2217,21.1032,32.2768,1.2493,0,1.2863,87.4137,7.3355,23341.4551,270.6347,6.9629,1.4979,0,2.1295,67.8691,1.8607,0,0,47300.8359,108.572,0,6.3854,26.1057,1.4456,117925.3125,252.5129,6.0459,3.3782,743.9913,2.3919,0,0,8.0539,1.1539,1835.0305,33.7638,32.4251,2.207,304.4088,11.328,0,0,29.5289,1.0036,89.9528,5.0642,52.576,1.7195,,0,3.85929956,27366.31311,6843.5317,0,3.546134041,0,7.499158945,876.6408468,65.2850223,0,1.7665,81663.56907,1655.97737,,,29595.07953,1930.328144,0,75.95970055,402.0629684,21.35010785,140.5300379,12.80262901,14661.21207,803.9621689,0,0,0,2.6076,12060.66395,1411.241951,5076.606813,3007.945434,232.1354425,55.12999156,32.2768,1.2493,0,2.857713198,87.94891923,18.39624983,23341.4551,516.8811316,4.779527491,7.695029894,0,2.1295,89.22618658,6.223776449,56172.95786,515.0047311,0,10.92426355,154055.366,12887.54078,6.0459,9.426393691,819.9968194,6.197642116,10.68810872,3.325994675,2312.112685,199.6461576,32.4251,3.039366508,308.9627942,28.12404265,38.31143596,4.081912268,102.4096629,14.21455753,56.95502101,22.31452798
186.7,86.7,EA2110_86.7_B,0,2.8142,31989.4414,368.2618,5.6971,1.4079,0,6.144,905.3209,32.5865,645371.25,1477.6539,0,1.8322,60612.0352,241.9957,3.4635,2.216,33672.4141,79.0458,0,45.2343,312.8987,7.7003,134.0044,6.3623,13173.3223,100.3515,0,0,0,2.7367,12422.3486,135.3864,5258.6455,986.1989,0,30.496,32.0864,1.2648,0,1.3068,102.1041,7.6191,22909.6895,267.5535,6.8195,1.4997,0,1.8737,65.4966,1.8788,0,0,48207.5781,109.4778,0,6.6558,24.9519,1.4322,121481.4453,255.0456,8.308,3.4755,780.9916,2.4701,0,0,7.331,1.1693,1991.4462,33.8018,35.8287,2.2878,313.2388,11.4504,0,0,29.9118,1.0121,87.6779,5.077,54.2692,1.7661,,0,5.26369956,28878.19502,6850.2618,0,3.570334041,0,7.448958945,863.8690096,66.0124223,0,1.8322,76643.537,1650.11947,,,31065.6766,1932.195144,0,76.02370055,441.2581597,21.48550785,144.8141773,12.93452901,14681.10241,804.8188689,0,0,0,2.7367,12557.56129,1413.914451,4480.629768,3001.478034,212.5516938,64.52279156,32.0864,1.2648,0,2.878213198,100.5594946,18.67984983,22909.6895,513.7999316,4.626795532,7.696829894,0,1.8737,87.8427219,6.241876449,57269.38984,515.9105311,0,11.19466355,157082.2131,12890.07348,8.308,9.523693691,860.7455498,6.275842116,10.153605,3.341394675,2474.591743,199.6841576,35.8287,3.120166508,318.2968977,28.24644265,38.56463738,4.090412268,100.0278237,14.22735753,58.68739973,22.36112798
187,87,EA2110_87.0_A,3.7024,1.2128,44485.9141,339.109,7.9081,1.4924,0,6.2573,126.8888,23.4704,686765.5,1225.1292,0,1.7879,11274.748,110.8254,30.6554,2.0848,21379.1973,57.6611,0,50.3602,367.5396,7.1498,168.1348,6.7823,17185.9141,109.3837,0,0,0,3.0113,13738.0996,133.0698,5320.4185,764.7203,0,45.26,99.7052,1.5061,0,1.2558,234.7541,9.7432,3153.4663,100.6332,10.0149,1.5576,0,2.4829,85.3436,1.9049,0,0,58963.418,108.3806,4.2492,3.4198,32.746,1.5565,132951.8125,240.1605,0,4.2324,211.2928,1.2737,0,0,7.5902,1.1351,2576.1003,29.434,35.7818,1.8971,419.5327,11.1847,0,11.2682,12.7894,0.8904,284.7068,7.2515,62.118,1.3261,,0,3.66229956,42805.10859,6821.109,0,3.654834041,0,7.562258945,76.47677465,56.8963223,0,1.7879,14471.36076,1518.94917,,,19735.05052,1910.810444,0,81.14960055,532.8376877,20.93500785,178.6792885,13.35452901,18335.33774,813.8510689,0,0,0,3.0113,13786.87735,1411.597851,4550.860211,2779.999434,212.5516938,79.28679156,99.7052,1.5061,0,2.827213198,214.4292883,20.80394983,3153.4663,346.8796316,8.030140725,7.754729894,0,2.4829,99.41600894,6.267976449,70275.34327,514.8133311,4.2492,7.95866355,166845.3601,12875.18838,0,10.28059369,233.3316411,5.079442116,10.34525442,3.307194675,3081.909597,195.3163576,35.7818,2.729466508,430.6591027,27.98074265,27.24205674,3.968712268,306.3187193,16.40185753,66.71781201,21.92112798
187,87,EA2110_87.0_B,4.4242,1.1733,45272.625,340.4865,8.0767,1.4375,0,6.092,131.3068,22.5199,681865.5625,1216.4825,0,1.6547,11491.2334,116.3062,33.5111,2.0232,22588.5293,58.9218,0,48.446,379.2777,7.488,161.6593,6.4474,17274.5078,105.5157,0,0,0,2.4189,14005.8242,139.5491,6480.1182,778.6417,0,42.8435,97.3903,1.4396,0,1.1988,247.6843,9.501,3053.5745,98.1458,10.1738,1.4944,0,2.2443,86.3543,1.8349,0,0,59360,108.2347,7.7056,3.2982,32.8824,1.4786,133791.9844,239.3741,0,4.0591,206.3002,1.2116,0,0,8.9116,1.0911,2586.6633,30.345,34.9234,1.8058,405.1619,11.508,0,0,13.9194,0.8651,296.4695,7.0569,63.4179,1.2786,,0,3.62279956,43681.87237,6822.4865,0,3.599934041,0,7.396958945,80.945628,55.9458223,0,1.6547,14744.16394,1524.42997,,,20849.68869,1912.071144,0,79.23540055,552.5110397,21.27320785,172.2541213,13.01962901,18416.01932,809.9830689,0,0,0,2.4189,14037.01445,1418.077151,5869.336311,2793.920834,212.5516938,76.87029156,97.3903,1.4396,0,2.770213198,225.5288677,20.56174983,3053.5745,344.3922316,8.199381368,7.691529894,0,2.2443,100.0053736,6.197976449,70754.88992,514.6674311,7.7056,7.83706355,167560.4829,12874.40198,0,10.10729369,227.8332503,5.017342116,11.32228197,3.263194675,3092.882065,196.2273576,34.9234,2.638166508,415.4678756,28.30404265,27.98929522,3.943412268,318.634364,16.20725753,68.04779022,21.87362798
187.3,87.3,EA2110_87.3_A,2.9494,1.4309,32480.1484,360.1048,7.4499,1.4895,0,6.1366,335.6991,29.2204,648801.25,1379.832,0,1.7914,77312.2734,262.1064,8.3802,2.2465,17946.4609,57.2358,0,67.9651,316.0136,7.7675,100.8234,6.1022,19066.8398,118.746,0,0,0,3.1248,14229.8057,142.4388,3645.9456,891.6768,54.9623,22.8079,21.4993,1.2087,0,1.3059,279.1057,10.8597,12679.6768,201.054,7.4602,1.5406,0,1.8801,74.2882,1.8727,0,0,40896.8594,97.9779,8.0566,4.0855,24.0829,1.4684,127974.4688,258.6227,6.2977,3.4123,542.5463,2.1054,0,0,8.5547,1.1813,2378.845,32.0538,19.0133,1.9781,364.448,11.9991,0,11.804,30.7274,1.0443,321.1768,7.9578,53.9561,1.6267,,0,3.88039956,29425.07206,6842.1048,0,3.651934041,0,7.441558945,287.6905835,62.6463223,0,1.7914,97688.27236,1670.23017,,,16571.10627,1910.385144,0,98.75450055,446.4788107,21.55270785,111.8910866,12.67442901,20048.28176,823.2133689,0,0,0,3.1248,14246.28205,1420.966851,2647.132464,2906.955934,258.9035059,56.83469156,21.4993,1.2087,0,2.877313198,252.501716,21.92044983,12679.6768,447.3004316,5.309189994,7.737729894,0,1.8801,92.96932594,6.235776449,48429.27434,504.4106311,8.0566,8.62436355,162608.8315,12893.65058,6.2977,9.460493691,598.1438072,5.911142116,11.05839433,3.353394675,2877.007817,197.9361576,19.0133,2.810466508,372.4296243,28.79514265,39.10397163,4.122612268,344.5031124,17.10815753,58.36705495,22.22172798
187.3,87.3,EA2110_87.3_B,2.2861,1.3794,32938.125,361.1609,7.3735,1.5049,0,5.816,328.9091,28.3457,650929.5625,1380.3392,0,1.8697,74796.0156,267.4961,7.4903,2.1735,18026.4512,57.4022,0,65.5495,321.9933,8.0376,103.4948,6.0874,19264.0352,118.2006,0,0,0,3.1188,14229.9092,146.9521,4829.3979,903.3098,34.8136,22.0091,21.6578,1.1986,0,1.2944,271.5172,10.6662,12339.7646,198.9496,9.2204,1.5581,0,1.8255,74.8997,1.8571,0,0,39751.5977,96.9107,5.0603,3.9492,24.0085,1.4435,127952.2344,259.26,9.5658,3.3279,530.9814,2.0651,0,0,6.4759,1.1698,2387.1785,33.2351,18.7868,1.9463,373.3291,12.4578,0,12.1819,27.4254,1.0149,321.1995,7.89,55.2211,1.6079,,0,3.82889956,29935.47213,6843.1609,0,3.667334041,0,7.120958945,280.8224273,61.7716223,0,1.8697,94517.42061,1675.61987,,,16644.83312,1910.551544,0,96.33890055,456.5009389,21.82280785,114.5417223,12.65962901,20227.86604,822.6679689,0,0,0,3.1188,14246.37875,1425.480151,3992.613171,2918.588934,241.9113357,56.03589156,21.6578,1.1986,0,2.865813198,245.9875741,21.72694983,12339.7646,445.1960316,7.183937509,7.755229894,0,1.8255,93.32590704,6.220176449,47044.42477,503.3434311,5.0603,8.48806355,162589.9064,12894.28788,9.5658,9.376093691,585.407289,5.870842116,9.521354156,3.341894675,2885.66436,199.1174576,18.7868,2.778666508,381.8177451,29.25384265,36.92044822,4.093212268,344.5268795,17.04035753,59.66132561,22.20292798
187.6,87.6,EA2110_87.6_A,2.1256,1.4635,30026.0254,366.5384,9.0504,1.5277,0,6.1162,290.19,29.8363,644779.0625,1434.925,0,1.9846,95051.9531,282.0213,19.8281,2.4245,13788.5293,51.792,0,51.6037,337.5024,8.0576,125.4617,6.499,17201.1094,113.0507,0,0,0,2.7461,14381.6523,142.7101,4505.2534,955.9265,58.9428,22.8297,36.5472,1.2968,0,1.3086,321.5125,11.1641,22306.0059,264.848,8.0833,1.5271,0,1.9351,70.7945,1.8848,0,0,37929.7188,97.7965,0,8.3205,22.7329,1.4061,114753.1406,253.5038,7.3828,3.5175,676.0795,2.3283,0,0,5.1046,1.1932,2430.5647,32.8028,26.0401,2.1395,416.9755,12.6748,0,0,20.3644,0.9701,332.985,8.0016,59.4474,1.7378,,0,3.91299956,26690.03156,6848.5384,0,3.690134041,0,7.421158945,241.6576515,63.2622223,0,1.9846,120042.8556,1690.14507,,,12738.75148,1904.941344,0,82.39310055,482.4945821,21.84280785,136.337878,13.07122901,18349.17598,817.5180689,0,0,0,2.7461,14388.15347,1421.238151,3624.089512,2971.205634,262.2604139,56.85649156,36.5472,1.2968,0,2.880013198,288.904683,22.22484983,22306.0059,511.0944316,5.972839112,7.724229894,0,1.9351,90.93206122,6.247876449,44841.41018,504.2292311,0,12.85936355,151355.3321,12888.53168,7.3828,9.565693691,745.2050033,6.134042116,8.507431131,3.365294675,2930.732399,198.6851576,26.0401,2.971866508,427.9559124,29.47084265,32.25119964,4.048412268,356.8663959,17.15195753,63.98541738,22.33282798
187.6,87.6,EA2110_87.6_B,3.2737,1.459,29719.3438,362.5664,8.1096,1.5276,0,6.2007,283.3148,29.3148,646496.875,1434.4432,0,1.896,93271.4141,290.3523,21.9791,2.4068,13574.8906,51.1255,0,53.2852,341.5877,8.4097,127.7495,6.6646,17744.3223,116.4449,0,0,0,3.2258,14615.7266,149.0268,4160,941.8078,65.4399,23.3837,32.9137,1.3016,0,1.3377,340.8699,11.6632,21602.3281,259.0594,7.8012,1.5564,0,1.9142,73.7049,1.9336,0,0,38655.6875,98.1519,0,8.5883,21.7992,1.4502,114853.3594,252.4685,0,7.7471,685.0949,2.3845,0,0,6.6163,1.1972,2423.1604,34.4665,23.8785,2.1597,426.3002,13.2456,0,12.7911,21.7865,1.0021,327.9614,8.1273,62.688,1.7898,,0,3.90849956,26348.24487,6844.5664,0,3.690034041,0,7.505658945,234.7033146,62.7407223,0,1.896,117799.1168,1698.47607,,,12541.84124,1904.274844,0,84.07460055,489.3416481,22.19490785,138.6078954,13.23682901,18843.87563,820.9122689,0,0,0,3.2258,14606.85085,1427.554851,3231.5669,2957.086934,267.7396671,57.41049156,32.9137,1.3016,0,2.909113198,305.5215179,22.72394983,21602.3281,505.3058316,5.672381054,7.753529894,0,1.9142,92.62918898,6.296676449,45719.25098,504.5846311,0,13.12716355,151440.6346,12887.49638,0,13.79529369,755.1337364,6.190242116,9.625164258,3.369294675,2923.041076,200.3488576,23.8785,2.992066508,437.8129584,30.04164265,33.19159596,4.080412268,351.606645,17.27765753,67.30100117,22.38482798
187.9,87.9,EA2110_87.9_A,2.6452,1.3774,26466.9395,310.0841,7.6607,1.4064,0,5.8606,233.9077,27.6966,690838,1236.5544,0,1.8079,84583.5938,266.1484,12.6376,2.2124,13692.6533,49.0614,0,47.8923,280.8781,7.3167,118.0672,6.2822,14477.125,104.7843,0,0,0,3.0028,12529.833,131.8905,4629.3887,838.6221,35.6592,21.7951,14.2244,1.1571,0,1.2379,270.8226,10.4503,4804.5674,129.5261,4.3083,1.4235,0,1.8283,63.2022,1.7104,0,0,38316.1992,92.351,5.3581,3.9388,22.5195,1.4082,105439.3359,234.8595,0,7.4957,548.8598,2.0831,0,0,4.9242,1.1043,1872.1401,29.1779,11.7317,1.84,347.5705,11.2253,0,11.6442,10.3127,0.8703,279.5128,7.4245,75.4557,1.6972,,0,3.82689956,22723.54575,6792.0841,0,3.568834041,0,7.165558945,184.7275146,61.1225223,0,1.8079,106851.1964,1674.27217,,,12650.38282,1902.210744,0,78.68170055,387.5908255,21.10190785,129.000854,12.85442901,15868.46512,809.2516689,0,0,0,3.0028,12657.98478,1410.418551,3765.220381,2853.901234,242.6244625,55.82189156,14.2244,1.1571,0,2.809313198,245.3913136,21.51104983,4804.5674,375.7725316,1.952175626,7.620629894,0,1.8283,86.50479931,6.073476449,45308.74199,498.7837311,5.3581,8.47766355,143427.7703,12869.88738,0,13.54389369,605.0969159,5.888842116,8.374045502,3.276394675,2350.660816,195.0602576,11.7317,2.672366508,354.58859,28.02134265,25.60428193,3.948612268,300.8805582,16.57485753,80.36413119,22.29222798
187.9,87.9,EA2110_87.9_B,3.2938,1.3458,25585.4121,306.5018,7.7753,1.4307,0,5.9722,191.3603,26.6114,704078.4375,1194.7684,0,1.7319,80267.4219,256.2657,12.6418,2.1463,12813.9912,48.0008,0,47.0154,301.3003,7.2932,121.245,6.2337,14508.4883,102.8882,0,0,0,2.4412,12443.8623,129.2045,3845.2039,817.3063,21.5574,21.0348,15.5616,1.1417,0,1.2129,284.3423,10.4104,4496.979,126.4518,6.8036,1.4591,0,1.7541,63.0741,1.687,0,0,35903.1562,90.2704,0,9.4343,25.3317,1.4132,101833.7266,233.9907,0,5.9858,506.5196,1.965,0,0,5.4894,1.0786,1928.2382,28.6739,14.9451,1.8162,360.4479,11.1205,0,0,6.9948,0.8304,280.237,7.2711,66.1108,1.596,,0,3.79529956,21741.11205,6788.5018,0,3.593134041,0,7.277158945,141.6903732,60.0373223,0,1.7319,101412.1904,1664.38947,,,11840.52224,1901.150144,0,77.80480055,421.8189484,21.07840785,132.1539536,12.80592901,15897.02743,807.3555689,0,0,0,2.4412,12577.6617,1407.732551,2873.671546,2832.585434,230.7318746,55.06159156,15.5616,1.1417,0,2.784313198,256.9969332,21.47114983,4496.979,372.6982316,4.609860817,7.656229894,0,1.7541,86.43010096,6.050076449,42390.89223,496.7031311,0,13.97316355,140358.8107,12869.01858,0,12.03399369,558.4673103,5.770742116,8.791947707,3.250694675,2408.933524,194.5562576,14.9451,2.648566508,368.2011591,27.91654265,23.41024427,3.908712268,301.6388016,16.42145753,70.80300086,22.19102798
188.2,88.2,EA2110_88.2_A,0,2.2889,20507.6719,317.3659,4.4929,1.4217,0,6.0129,392.6505,32.0843,654089.75,1410.7762,0,1.9953,139954.4688,326.3067,0,5.6607,10087.7109,44.9505,0,45.9403,198.1713,7.2709,79.9638,5.9094,11571.625,100.9971,0,0,0,2.7247,10481.9902,126.1865,2708.6907,946.7664,61.2688,23.5638,8.3793,1.2114,0,1.3616,162.8614,9.2827,29265.8613,299.4644,5.8793,1.5053,0,2.0402,44.6637,1.7537,0,0,25415.4473,82.7255,0,8.8562,15.8672,1.3224,91836.5781,232.925,8.771,3.7334,944.5346,2.8866,0,0,3.6528,1.1875,1612.3673,30.5713,20.3879,2.3335,271.0478,11.182,0,0,16.5098,0.9534,176.2466,6.6646,52.4631,1.9913,,0,4.73839956,16082.13527,6799.3659,0,3.584134041,0,7.317858945,345.297522,65.5102223,0,1.9953,176626.573,1734.43047,,,9327.716746,1898.099844,0,76.72970055,248.9721404,21.05610785,91.19362407,12.48162901,13222.44946,805.4644689,0,0,0,2.7247,10744.66985,1404.714551,1581.556449,2962.045534,264.2220188,57.59059156,8.3793,1.2114,0,2.933013198,152.7149504,20.34344983,29265.8613,545.7108316,3.625410682,7.702429894,0,2.0402,75.69453168,6.116776449,29709.1626,489.1582311,0,13.39506355,131849.6123,12867.95288,8.771,9.781593691,1040.856782,6.692342116,7.433987357,3.359594675,2080.818084,196.4536576,20.3879,3.165866508,273.697219,27.97804265,29.70225677,4.031712268,192.7599886,15.81495753,56.83950864,22.58632798
188.2,88.2,EA2110_88.2_B,0,3.1704,20489.0684,317.5269,4.2363,1.3784,0,5.628,347.2099,32.4826,661219.3125,1379.3737,0,1.9292,133268.3125,314.6429,5.2251,2.4631,9899.8467,44.7864,0,44.5139,205.2368,7.1447,79.3053,5.7064,12171.4102,99.5754,0,0,0,2.7013,10542.4346,123.883,3188.2888,946.8699,51.0965,22.4838,7.4352,1.158,0,1.3029,177.538,9.1082,27521.8105,293.5795,6.4882,1.4685,0,2.0797,45.8619,1.6906,0,0,25856.0996,83.5105,0,6.7537,16.2617,1.2739,91736.2109,233.9112,10.0368,3.8155,926.6573,2.7596,0,0,3.6635,1.1477,1682.6592,30.1728,18.6597,2.2209,284.4232,11.0896,0,0,14.6037,0.9074,173.2679,6.3943,47.2555,1.8884,,0,5.61989956,16061.40227,6799.5269,0,3.540834041,0,6.932958945,299.3338785,65.9085223,0,1.9292,168201.0411,1722.76667,,,9154.562799,1897.935744,0,75.30330055,260.8140968,20.92990785,90.54024246,12.27862901,13768.66905,804.0427689,0,0,0,2.7013,10801.14351,1402.411051,2126.817116,2962.149034,255.6433287,56.51059156,7.4352,1.158,0,2.874313198,165.3136795,20.16894983,27521.8105,539.8259316,4.273935714,7.665629894,0,2.0797,76.39323236,6.053676449,30241.99902,489.9432311,0,11.29256355,131764.1835,12868.93908,10.0368,9.863693691,1021.168367,6.565342116,7.441898811,3.319794675,2153.834806,196.0551576,18.6597,3.053266508,287.8362189,27.88564265,28.44180433,3.985712268,189.641265,15.54465753,51.51141071,22.48342798
188.5,88.5,EA2110_88.5_A,0,3.4994,18279.6973,319.0996,4.4341,1.3431,0,5.8415,3756.1948,49.9234,637539.125,1435.9391,0,1.8381,150866.3281,332.5793,5.7459,2.416,13941.752,52.695,0,40.6977,180.9801,7.8013,71.6243,5.6275,9557.4658,91.0872,0,0,0,2.7683,10169.8486,123.7266,3342.4116,995.7694,80.1315,23.6282,2.8678,1.1402,0,1.3082,156.4116,8.8484,19618.4355,255.5092,4.1482,1.409,0,2.1155,40.139,1.6415,0,0,23575.2812,80.2226,0,11.2562,12.8411,1.2305,106125.3281,251.2128,11.1194,3.9005,949.7043,2.8397,0,0,4.5024,1.1302,1220.1483,44.7129,14.5224,2.215,249.5207,12.4991,0,0,12.9957,0.8971,163.1482,6.3702,43.0894,1.9189,,0,5.94889956,13599.12983,6801.0996,0,3.505534041,0,7.146458945,3747.557865,83.3493223,0,1.8381,190377.1069,1740.70307,,,12879.97645,1905.844344,0,71.48710055,220.1592551,21.58650785,82.91894534,12.19972901,11388.17075,795.5545689,0,0,0,2.7683,10453.0336,1402.254651,2302.041123,3011.048534,280.129656,57.65499156,2.8678,1.1402,0,2.879613198,147.1782946,19.90914983,19618.4355,501.7556316,1.781656891,7.606129894,0,2.1155,73.05606481,6.004576449,27484.03515,486.6553311,0,15.79506355,144011.6612,12886.24068,11.1194,9.948693691,1046.550215,6.645442116,8.062171563,3.302294675,1673.394958,210.5952576,14.5224,3.047366508,250.9411397,29.29514265,27.37847736,3.975412268,179.045855,15.52055753,47.2489119,22.51392798
